cdr_id,subscriber_id,msisdn,call_type,direction,destination_type,roaming_flag,start_time,end_time,duration,data_volume_mb,plan_id,cell_id,ground_truth_leakage_type,mediation_status,rn
28c516f7-80cb-4e9b-a6c0-5fabdb5d2a87,1945,9829087850,voice,incoming,international,TRUE,15/01/2024 15:50:01,15/01/2024 15:52:26,145,0,P0,114,none,success,1
e38dda64-4220-4dec-8d90-e0109bb1dc21,1075,9787493111,voice,outgoing,international,TRUE,11/01/2024 02:40:08,11/01/2024 02:41:18,70,0,P1,114,none,success,1
cd760f9b-5a39-498f-a563-3b8e56b336e1,1810,9094791728,voice,incoming,international,FALSE,09/01/2024 11:12:36,09/01/2024 11:19:10,394,0,P3,114,L2_wrong_tariff,success,1
1d4c8762-f4bd-4473-bf30-7e3941f04dda,1807,9318557191,voice,outgoing,international,FALSE,12/01/2024 14:26:18,12/01/2024 14:29:52,214,0,P2,114,none,success,1
56dffb71-ce20-4778-a08a-7bf26b497c8d,1172,9323618937,voice,outgoing,national,FALSE,04/01/2024 20:53:25,04/01/2024 20:57:40,255,0,P2,114,none,success,1
98f79cff-d73e-481c-b165-68ed6cb2bc04,1804,9311366730,data,incoming,national,TRUE,06/01/2024 13:48:40,06/01/2024 13:53:18,0,21.24,P4,115,none,success,1
a3b812d7-4e46-45f7-a3f0-79c6d26a73d4,1703,9761071502,data,outgoing,international,TRUE,28/01/2024 23:14:07,28/01/2024 23:16:05,0,10.85,P2,115,none,success,1
0dc57887-825f-49ff-9d49-ad518bace58e,1392,9867120663,sms,incoming,national,TRUE,17/01/2024 18:10:37,17/01/2024 18:19:21,0,0,P3,115,none,success,1
c1fad672-8bc8-42ef-bf65-c4cd2df5fe4d,1253,9158445486,sms,outgoing,international,FALSE,24/01/2024 22:29:02,24/01/2024 22:33:37,0,0,P1,115,none,success,1
d89f87bc-40bf-4a10-967b-48f744c0c48c,1874,9004885275,sms,incoming,national,FALSE,18/01/2024 17:25:32,18/01/2024 17:28:01,0,0,P3,115,none,success,1
c7452f9b-5b04-4d09-9d5d-9f8e2fe051ac,1026,9695160261,sms,outgoing,international,FALSE,19/01/2024 19:48:27,19/01/2024 19:54:33,0,0,P4,115,none,success,1
2835fd2e-97ab-403a-a66b-821725326e0c,1145,9196421651,voice,incoming,national,FALSE,20/01/2024 03:44:51,20/01/2024 03:52:16,445,0,P2,115,none,success,1
5c565488-a3dd-4f2e-9c2a-256061687729,1605,9488974427,voice,outgoing,national,FALSE,23/01/2024 01:10:22,23/01/2024 01:13:29,187,0,P1,115,none,success,1
338eb2c4-62c9-4d04-a2e2-1443e4dc929a,1837,9798711776,voice,incoming,international,FALSE,29/01/2024 14:59:45,29/01/2024 15:00:28,43,0,P0,115,none,success,1
cc60fb26-ac51-4e31-8a8b-a8fb2d550ef4,1674,9865255089,data,incoming,international,TRUE,02/01/2024 18:03:15,02/01/2024 18:05:38,0,30.03,P2,116,none,success,1
81778fe4-fcdf-44da-965f-a7ab02d88abf,1070,9497151210,data,incoming,national,TRUE,28/01/2024 07:59:32,28/01/2024 08:06:00,0,46.28,P2,116,none,success,1
f231e4b6-2680-46e1-a3ee-fa32f67f6b88,1947,9370499271,data,incoming,international,FALSE,20/01/2024 22:38:25,20/01/2024 22:45:52,0,25.35,P4,116,none,success,1
14f819f1-84f5-44da-95c0-9e319464f2f1,1870,9498490616,data,incoming,international,TRUE,25/01/2024 23:33:18,25/01/2024 23:38:30,0,49.67,P2,116,none,success,1
34822cc6-667d-4199-9ccc-872f238a4c14,1701,9536472994,data,incoming,international,FALSE,30/01/2024 18:52:26,30/01/2024 18:57:55,0,49.28,P0,116,none,success,1
dbcbebce-92d7-4102-9f3b-abbf74b89606,1225,9772406396,sms,outgoing,national,FALSE,13/01/2024 08:05:06,13/01/2024 08:08:44,0,0,P3,116,none,success,1
def7a6bf-c71d-465b-84ba-f5f507d2fc71,1860,9187896251,voice,incoming,international,FALSE,13/01/2024 04:36:50,13/01/2024 04:42:41,351,0,P0,116,none,success,1
a40eebb3-d8f6-439a-8145-b09b085f8354,1752,9261143861,voice,outgoing,international,TRUE,17/01/2024 00:08:53,17/01/2024 00:17:55,542,0,P0,116,none,success,1
fd07df51-dad3-4563-a956-0241884c29b9,1326,9927987636,voice,incoming,international,TRUE,11/01/2024 19:53:55,11/01/2024 20:01:39,464,0,P0,116,none,success,1
ad84816e-c831-4f2a-8e47-1620d6507d13,1885,9439861091,data,outgoing,national,TRUE,21/01/2024 19:59:59,21/01/2024 20:00:27,0,14.49,P3,117,none,success,1
bb8b03f2-cc54-4dec-9986-f56030bc1160,1391,9267926628,data,outgoing,international,TRUE,22/01/2024 15:54:32,22/01/2024 16:02:27,0,39.2,P0,117,none,success,1
5923802c-b26c-438a-91d4-991e83047a0d,1756,9458125217,sms,outgoing,national,FALSE,05/01/2024 07:52:14,05/01/2024 07:57:29,0,0,P4,117,none,success,1
5b1dc9dc-4f1a-4393-a221-cfe4fdd58b11,1573,9607156224,sms,incoming,national,FALSE,05/01/2024 17:40:29,05/01/2024 17:47:40,0,0,P1,117,none,success,1
92404b8b-3edc-4b28-b86a-bb799db7e6a9,1954,9773969014,sms,incoming,international,FALSE,17/01/2024 20:49:20,17/01/2024 20:53:20,0,0,P0,117,none,success,1
4cffa875-cdcf-482d-8b8f-0db71bb0660c,1078,9850343830,sms,incoming,international,TRUE,23/01/2024 16:42:03,23/01/2024 16:43:49,0,0,P0,117,none,success,1
1ec7252b-a434-4109-940c-60cc643332a8,1528,9698705899,sms,incoming,national,TRUE,17/01/2024 15:31:24,17/01/2024 15:32:49,0,0,P3,117,none,success,1
90c1a07e-4793-4c2f-9693-017a77d7ee4f,1213,9479039116,sms,incoming,national,FALSE,18/01/2024 09:34:29,18/01/2024 09:40:03,0,0,P2,117,none,success,1
f97239c4-2815-401b-9713-04e216c7d339,1005,9104381940,sms,outgoing,national,TRUE,22/01/2024 03:35:37,22/01/2024 03:42:13,0,0,P0,117,none,success,1
1c1810ca-2bff-42b5-9175-86ecd32b78e3,1152,9371303722,sms,outgoing,international,FALSE,01/01/2024 13:33:55,01/01/2024 13:35:48,0,0,P4,117,none,success,1
f093ce71-ac7e-4a69-8841-47b1cd90be72,1498,9101377866,voice,outgoing,national,TRUE,11/01/2024 13:23:37,11/01/2024 13:25:05,88,0,P3,117,none,success,1
b843664b-f555-4e23-97a2-6319682e445b,1631,9461768926,voice,incoming,national,TRUE,02/01/2024 02:47:29,02/01/2024 02:51:31,242,0,P2,117,none,success,1
a8c73fa7-8a28-4d75-b647-767b0235f49b,1650,9093220583,data,outgoing,international,FALSE,03/01/2024 09:36:44,03/01/2024 09:44:02,0,10.15,P0,118,none,success,1
30e2437e-980d-4c3f-ae58-a712f44b50f8,1412,9848627321,data,outgoing,national,TRUE,04/01/2024 23:29:41,04/01/2024 23:38:39,0,17.98,P2,118,none,success,1
b04d7275-e4ef-442d-9b06-af2da169e608,1582,9911278346,sms,outgoing,national,FALSE,23/01/2024 04:05:25,23/01/2024 04:13:50,0,0,P1,118,none,success,1
ff0fc590-4ed9-4d9d-b32d-2d459dce344b,1322,9668176311,voice,outgoing,national,FALSE,04/01/2024 21:19:00,04/01/2024 21:28:15,555,0,P5,118,L9_misclass,success,1
bb531f87-eeeb-4cdc-8185-7de7e40f8431,1765,9077210317,voice,incoming,national,FALSE,18/01/2024 02:00:42,18/01/2024 02:04:37,235,0,P1,118,none,success,1
6fcd31dd-d7f6-49b5-b457-7ab1a1e9f254,1343,9495983551,voice,incoming,national,TRUE,04/01/2024 03:38:47,04/01/2024 03:39:59,72,0,P2,118,none,success,1
9bc71a3d-1487-4ff0-bcaa-bd0a9ed63cf0,1179,9931518049,data,outgoing,national,FALSE,27/01/2024 15:07:13,27/01/2024 15:11:19,0,21.87,P4,119,none,success,1
6961c332-4907-44a3-a583-240c4db4594b,1297,9684907346,data,incoming,international,TRUE,30/01/2024 00:20:58,30/01/2024 00:25:10,0,4.9,P2,119,none,success,1
ca0c62b1-cc52-4a3a-a4a1-49b3957b4198,1746,9870044263,data,outgoing,national,FALSE,26/01/2024 16:27:19,26/01/2024 16:33:06,0,44.24,P2,119,none,success,1
511a9424-33c3-4165-9365-625185b0fc32,1304,9233853081,sms,incoming,national,FALSE,10/01/2024 14:16:21,10/01/2024 14:21:43,0,0,P2,119,none,success,1
4e0f0fe1-f398-4486-83a2-945d80f8ab3b,1723,9153994018,sms,incoming,international,FALSE,27/01/2024 04:02:34,27/01/2024 04:04:14,,0,P3,119,L12_partial,success,1
edee10d4-5194-41b7-8841-bdd45731629a,1166,9434763536,sms,outgoing,national,FALSE,28/01/2024 18:46:49,28/01/2024 18:51:06,0,0,P3,119,none,success,1
d169d143-291c-48ed-a910-e847fd441c3d,1905,9692606739,sms,incoming,international,FALSE,09/01/2024 21:31:57,09/01/2024 21:33:27,0,0,P2,119,none,success,1
0d458697-4f3f-4984-b2bf-02d7af7c3689,1411,9211119412,sms,incoming,international,FALSE,24/01/2024 13:33:57,24/01/2024 13:35:21,0,0,P0,119,none,success,1
55235108-4082-4c19-9987-ef4321d904e5,1859,9726187343,voice,outgoing,national,FALSE,20/01/2024 11:11:53,20/01/2024 11:16:40,287,0,P3,119,none,success,1
2bde5a5e-e56e-4b3f-8da4-28ac9405afe8,1587,9310074305,voice,outgoing,international,FALSE,09/01/2024 05:42:50,09/01/2024 05:46:43,233,0,P2,119,none,success,1
ad691f68-ef24-46b3-817a-caadba25d6b0,1500,9491358468,voice,incoming,international,FALSE,15/01/2024 12:05:22,15/01/2024 12:11:37,375,0,P3,119,none,success,1
b1ef6e71-45d8-4c85-87db-08c42f4a8b4b,1076,9796704782,voice,outgoing,international,FALSE,17/01/2024 01:52:32,17/01/2024 02:01:31,539,0,P0,119,none,success,1
8620e1eb-08ac-487c-8b70-7323bdcfdf2f,1248,9759280483,data,outgoing,national,TRUE,16/01/2024 16:03:48,16/01/2024 16:07:24,0,30.58,P2,120,none,success,1
cf8e5bb3-0e99-4c90-8a27-301acde0f3eb,1271,9488054657,data,incoming,national,FALSE,09/01/2024 04:11:56,09/01/2024 04:15:16,0,33.04,P4,120,L11_suppression,suppressed,1
4386deb7-d492-4b6c-8553-67a5ca062afb,1837,9093929238,sms,incoming,international,FALSE,08/01/2024 09:46:34,08/01/2024 09:51:39,0,0,P0,120,none,success,1
cf3e76e0-0b82-4927-90ff-fb02f2979ffa,1212,9237030228,sms,incoming,international,FALSE,20/01/2024 19:28:23,20/01/2024 19:36:20,0,0,P0,120,none,success,1
a4885694-5a59-448f-8fc8-b22f9d4b75eb,1790,9608428658,sms,incoming,national,FALSE,10/01/2024 00:57:00,10/01/2024 00:59:42,0,0,P3,120,none,success,1
9ed2eae9-d224-4f19-a210-e8932b43d703,1225,9745531504,sms,incoming,international,FALSE,26/01/2024 23:27:57,26/01/2024 23:28:25,0,0,P1,120,none,success,1
e403f309-7abe-4b63-9f3e-1926e9033ad6,1142,9628446074,sms,outgoing,national,TRUE,18/01/2024 05:30:54,18/01/2024 05:33:35,0,0,P0,120,none,success,1
f60f4fe1-aecb-415b-bf62-e3bdc42789fd,1408,9495476471,sms,outgoing,national,TRUE,19/01/2024 23:41:07,19/01/2024 23:43:01,0,0,P3,120,none,success,1
566bf9d4-4f6b-4005-9552-90b97885c266,1108,9522203136,sms,incoming,national,FALSE,19/01/2024 00:36:32,19/01/2024 00:46:02,0,0,P4,120,none,success,1
b6781053-d472-410f-9ea0-c307247a10b4,1325,9924661058,voice,outgoing,national,TRUE,05/01/2024 00:03:57,05/01/2024 00:10:02,365,0,P1,120,L5_zero_rated,success,1
615830c7-e047-48c6-bb06-4deb6046f6dc,1585,9463633039,data,outgoing,national,TRUE,24/01/2024 14:19:58,24/01/2024 14:21:38,0,17.54,P0,121,none,success,1
27b85033-0b69-442e-9d24-93a8fa17d9c9,1815,9450818623,data,incoming,national,TRUE,05/01/2024 20:08:46,05/01/2024 20:18:11,0,26.4,P3,121,none,success,1
719cd6cc-79dc-4f59-bdb6-bf8751681ee1,1629,9053206339,data,incoming,international,TRUE,24/01/2024 02:21:13,24/01/2024 02:25:14,0,28.29,P0,121,none,success,1
989365c4-c7a6-47d9-aee2-ea53a17bc920,1000,9000520755,sms,incoming,international,FALSE,10/01/2024 00:52:01,10/01/2024 00:55:00,0,0,P4,121,none,success,1
027d801b-e677-47f7-80af-0b7f80477de0,1431,9440017133,sms,incoming,international,FALSE,16/01/2024 12:07:11,16/01/2024 12:12:50,0,0,P2,121,none,success,1
a728ba49-78fd-4099-a921-812cb20ee496,1826,9270084073,voice,incoming,national,FALSE,05/01/2024 10:09:26,05/01/2024 10:11:57,151,0,P1,121,none,success,1
8eb50a81-96f5-4f55-82f8-848431b211b3,1844,9356582944,voice,outgoing,international,TRUE,05/01/2024 06:36:55,05/01/2024 06:42:37,342,0,P1,121,none,success,1
67ce4f7f-9638-425e-b3cf-82732ee53d4e,1578,9128782306,voice,incoming,national,TRUE,20/01/2024 20:44:23,20/01/2024 20:48:51,268,0,P4,121,none,success,1
c2642bee-eb01-456c-bad7-84c487e69866,1795,9062668810,data,outgoing,international,TRUE,07/01/2024 12:14:50,07/01/2024 12:20:30,0,20.7,P1,122,none,success,1
8aa840d0-be23-4f5a-ae46-5d61a5d79b85,1141,9937323601,data,incoming,international,FALSE,08/01/2024 02:15:07,08/01/2024 02:16:06,0,14.46,P4,122,none,success,1
6fe930f8-317a-4ff0-8e0a-54f9d3860a72,1104,9808050984,sms,incoming,national,FALSE,28/01/2024 20:09:11,28/01/2024 20:13:31,0,0,P2,122,none,success,1
d066d167-b4d2-4dbd-b3a8-a4aa29cf6b87,1489,9733890257,sms,incoming,national,FALSE,07/01/2024 22:36:48,07/01/2024 22:43:40,0,0,P0,122,none,success,1
469dab8a-fb7f-4342-b604-5f861145454e,1136,9736050818,sms,outgoing,national,FALSE,29/01/2024 18:59:01,29/01/2024 19:02:05,0,0,P1,122,none,success,1
25da464f-c0c3-4dca-8e43-4da5dc5a8105,1831,9178444185,sms,incoming,international,FALSE,13/01/2024 10:07:47,13/01/2024 10:09:00,0,0,P3,122,L1_unbilled,success,1
e34336d3-a946-4124-9edf-cd371efc3c97,1535,9648992822,sms,outgoing,national,FALSE,09/01/2024 22:16:22,09/01/2024 22:16:48,0,0,P0,122,none,success,1
98be2ade-26db-4692-9120-977c3176bb84,1161,9907298454,sms,outgoing,international,TRUE,20/01/2024 06:54:59,20/01/2024 07:03:52,0,0,P2,122,none,success,1
3806b3f4-e7e2-40a9-843b-8df02785fed0,1909,9684577264,sms,outgoing,national,FALSE,11/01/2024 07:01:55,11/01/2024 07:03:15,0,0,P4,122,none,success,1
96ce6f52-7f5b-4241-9791-c8958288e49c,1890,9898216548,sms,outgoing,international,FALSE,14/01/2024 02:15:52,14/01/2024 02:25:28,0,0,P2,122,none,success,1
2d5f03e8-c5df-4393-b215-1b9d79e4dedd,1400,9328694059,sms,outgoing,national,TRUE,23/01/2024 14:30:50,23/01/2024 14:40:36,0,0,P3,122,none,success,1
fb2c4a16-1a0a-4be2-b4a3-253fd9f99a60,1014,9563580241,sms,outgoing,international,FALSE,07/01/2024 11:47:57,07/01/2024 11:56:15,0,0,P2,122,none,success,1
5b3ea7e8-f6bc-4e44-a4ec-3e416ff716b5,1907,9390133109,sms,outgoing,international,FALSE,03/01/2024 06:08:53,03/01/2024 06:12:20,0,0,P4,122,none,success,1
7134e822-1ea9-468d-82ee-8d0d2242994f,1271,9210572660,voice,outgoing,international,TRUE,16/01/2024 23:50:52,16/01/2024 23:53:02,130,0,P2,122,none,success,1
63fbbe5d-da63-48d2-8763-e69bbb73b9bc,1912,9852501851,voice,outgoing,international,TRUE,25/01/2024 08:02:20,25/01/2024 08:08:50,390,0,P1,122,none,success,1
f5e183b2-0b90-4de1-bec7-a69ddeedbe78,1843,9147479775,voice,incoming,national,TRUE,10/01/2024 06:38:30,10/01/2024 06:38:52,22,0,P2,122,none,success,1
05c63b15-d145-443a-8a4f-b24ecab546e6,1636,9933986780,voice,outgoing,national,TRUE,30/01/2024 23:54:02,30/01/2024 23:59:13,311,0,P3,122,none,success,1
56c6e7dc-dda5-40ea-9210-b15b3eb202c1,1350,9644569365,data,incoming,international,TRUE,23/01/2024 04:47:38,23/01/2024 04:53:00,0,0.78,P1,123,none,success,1
e3f282d0-4eb4-449b-8711-8975aac0abe6,1460,9744220662,data,outgoing,international,TRUE,18/01/2024 10:52:51,18/01/2024 11:01:21,0,0.75,P1,123,none,success,1
514e990e-77fa-4c8b-81af-6504765fce43,1643,9110664072,data,incoming,international,TRUE,27/01/2024 11:46:14,27/01/2024 11:53:18,0,29.96,P3,123,none,success,1
c36d6999-a659-4935-9045-0ccccf4dc3a9,1865,9754276280,data,outgoing,national,FALSE,12/01/2024 03:09:34,12/01/2024 03:15:08,0,36.25,P3,123,none,success,1
f9b6eb23-7e10-4515-922b-a3f83386bb0c,1295,9948533428,sms,outgoing,international,FALSE,10/01/2024 05:01:35,10/01/2024 05:06:44,0,0,P3,123,none,success,1
4a6fb5e9-42a7-4621-bf64-67dc438b40e8,1867,9662235963,sms,incoming,international,FALSE,16/01/2024 13:24:20,16/01/2024 13:27:23,0,0,P3,123,L3_roaming_gap,success,1
80233810-8dfd-49ff-8312-6638815fde45,1750,9029107097,sms,incoming,international,FALSE,18/01/2024 20:17:45,18/01/2024 20:24:37,0,0,P4,123,none,success,1
6bea7b33-7e02-4be2-9db6-91c67d934a2c,1765,9320212076,sms,incoming,national,TRUE,12/01/2024 10:20:30,12/01/2024 10:24:13,0,0,P1,123,none,success,1
5f3fda12-e4bf-4b18-8d27-bada65ad14d3,1852,9527150964,sms,incoming,national,TRUE,29/01/2024 07:58:33,29/01/2024 08:04:20,0,0,P2,123,none,success,1
027a175e-595e-4140-a60e-bd94a492d94b,1036,9183692126,voice,outgoing,national,TRUE,21/01/2024 10:48:20,21/01/2024 10:56:41,501,0,P0,123,none,success,1
c865d5ab-bbd2-477e-9cc1-455071cd185a,1583,9280532139,voice,outgoing,international,FALSE,25/01/2024 06:11:00,25/01/2024 06:18:58,478,0,P2,123,none,success,1
4f97ab94-b8c1-4908-8d2d-c323c6d96d4e,1480,9471190676,voice,incoming,national,FALSE,21/01/2024 19:22:31,21/01/2024 19:29:04,393,0,P4,123,none,success,1
e7c95849-68d9-4a42-8a87-541772bd21f3,1427,9566684503,voice,incoming,national,TRUE,28/01/2024 19:11:07,28/01/2024 19:11:40,33,0,P4,123,none,success,1
5f99e697-0a9a-4588-9cc7-36534d617c1d,1413,9379904526,voice,outgoing,international,TRUE,21/01/2024 10:27:43,21/01/2024 10:28:22,39,0,P0,123,none,success,1
e1e1c0fa-03b6-4d69-9871-c545bec66242,1399,9731855044,voice,incoming,national,TRUE,10/01/2024 01:57:01,10/01/2024 02:03:49,408,0,P0,123,none,success,1
a5bab6b9-225a-4002-a244-7e8ac41cfd41,1633,9222705381,data,incoming,national,FALSE,22/01/2024 04:55:51,22/01/2024 04:59:14,0,21.19,P3,124,none,success,1
e3a7a38e-05c0-49eb-8316-77105126bc61,1451,9834873167,data,outgoing,national,TRUE,13/01/2024 01:11:29,13/01/2024 01:19:50,0,8.5,P2,124,none,success,1
dcd0eefc-7573-4daf-8572-93edbda6a0a5,1759,9582362056,data,outgoing,national,TRUE,24/01/2024 17:58:35,24/01/2024 17:59:38,0,23.97,P0,124,none,success,1
df599406-1768-4295-89e3-b9f9395540dd,1372,9266457020,data,incoming,national,TRUE,05/01/2024 12:20:46,05/01/2024 12:24:29,0,26.57,P3,124,none,success,1
aa8184d5-39e5-4176-96f7-c3b5c61bb0da,1118,9443436189,data,incoming,international,TRUE,10/01/2024 15:59:10,10/01/2024 16:06:24,0,0.64,P1,124,none,success,1
d1362c72-e05e-4369-b71e-d66842f9e0dd,1492,9945737517,sms,outgoing,international,FALSE,17/01/2024 14:43:28,17/01/2024 14:45:09,0,0,P3,124,none,success,1
da603d23-a270-4ba7-adf0-9fb4d3632e75,1930,9773023213,voice,outgoing,international,TRUE,22/01/2024 20:47:48,22/01/2024 20:57:34,586,0,P0,124,none,success,1
8a5ecd34-cf18-43cf-978b-ed585c70a0b7,1556,9204632045,voice,incoming,international,FALSE,25/01/2024 01:34:49,25/01/2024 01:41:26,397,0,P4,124,none,success,1
07464181-18d3-45c1-8134-73b8bf46f59a,1006,9655271526,voice,incoming,international,FALSE,28/01/2024 09:17:53,28/01/2024 09:26:56,543,0,P2,124,none,success,1
c310658c-8c2c-4f9c-af7c-26eb08b40200,1532,9305019203,voice,outgoing,national,FALSE,08/01/2024 07:35:18,08/01/2024 07:42:54,456,0,P1,124,none,success,1
f754932e-9971-4864-9437-fbc512ac21cb,1299,9323240640,voice,incoming,national,FALSE,05/01/2024 00:24:26,05/01/2024 00:29:18,292,0,P3,124,none,success,1
908f7276-d06f-46e8-adb9-9228e9b79b29,1643,9192069285,voice,outgoing,national,FALSE,08/01/2024 14:01:43,08/01/2024 14:02:10,27,0,P3,124,none,success,1
a5566a31-259b-4868-8411-9259ce907236,1847,9034003011,data,outgoing,international,FALSE,23/01/2024 02:35:00,23/01/2024 02:43:31,0,9.22,P4,125,none,success,1
edf4a583-22ee-43b0-809b-af0997095e32,1666,9816596386,data,incoming,international,TRUE,23/01/2024 17:58:57,23/01/2024 18:06:13,0,8.88,P4,125,none,success,1
cb36f5d1-2bdd-4388-95b3-520134f229ff,1568,9256754632,data,outgoing,national,TRUE,18/01/2024 22:31:16,18/01/2024 22:35:21,0,45.5,P3,125,none,success,1
c19df079-d227-4da6-a820-56d483839298,1960,9066061105,sms,outgoing,international,TRUE,24/01/2024 04:09:00,24/01/2024 04:17:55,0,0,P1,125,none,success,1
8a37cb50-e908-4842-a324-bdedb4c04ae6,1997,9276325494,sms,incoming,national,TRUE,19/01/2024 14:26:28,19/01/2024 14:33:12,0,0,P0,125,none,success,1
a510e8cf-0772-45b3-a718-47e091b186b0,1839,9718300889,sms,outgoing,international,FALSE,10/01/2024 05:34:53,10/01/2024 05:29:53,0,0,P0,125,L13_timestamp,success,1
ce5e7fb5-612a-4bc5-9806-385893732af5,1480,9654423877,sms,outgoing,international,TRUE,13/01/2024 20:47:03,13/01/2024 20:56:03,0,0,P0,125,none,success,1
113f85a9-cecf-40eb-a229-c4adc1255f11,1649,9571883706,voice,incoming,international,TRUE,28/01/2024 09:32:37,28/01/2024 09:39:18,401,0,P0,125,none,success,1
7a3ac92d-af20-487d-9a79-052c3ddd0905,1992,9411335511,voice,incoming,national,TRUE,28/01/2024 17:48:26,28/01/2024 17:51:58,212,0,P4,125,none,success,1
0a1091fb-b8c7-4558-beff-c65456095610,1912,9708294513,voice,incoming,national,FALSE,18/01/2024 12:33:32,18/01/2024 12:38:45,313,0,P2,125,none,success,1
1007f478-1d02-4eb2-aa72-cff6a8c76ce5,1129,9192759445,sms,incoming,international,FALSE,29/01/2024 21:02:15,29/01/2024 21:04:10,0,0,P0,126,none,success,1
9ec81a58-0250-428a-90de-293cb6f812f7,1462,9235809349,sms,outgoing,national,FALSE,10/01/2024 20:48:15,10/01/2024 20:57:32,0,0,P0,126,none,success,1
7e5e8218-8300-4f04-8bf2-7467542f96cb,1314,9012028289,sms,outgoing,international,FALSE,05/01/2024 19:12:13,05/01/2024 19:17:49,0,0,P0,126,none,success,1
f9bbb89f-aa9d-40fd-adf7-3e980e4c196e,1489,9414344999,voice,outgoing,national,FALSE,24/01/2024 21:42:27,24/01/2024 21:47:22,295,0,P5,126,L9_misclass,success,1
0ff9905f-9eb1-4ef1-b809-131cf6a35d71,1600,9538725565,voice,outgoing,national,FALSE,25/01/2024 05:51:51,25/01/2024 05:59:05,434,0,P5,126,L9_misclass,success,1
721f245b-84c2-4ce9-903b-2ea59e327522,1039,9070051555,data,incoming,national,FALSE,10/01/2024 11:42:03,10/01/2024 11:47:37,0,8.14,P1,127,none,success,1
3dd1e6f7-317f-4818-8c2f-1d8b41d18bdd,1040,9892483609,data,incoming,national,TRUE,21/01/2024 18:35:35,21/01/2024 18:40:31,0,21.21,P4,127,none,success,1
b50f3fbf-2e92-4e25-9372-a3dba0a7ec29,1021,9123857689,data,incoming,international,TRUE,10/01/2024 19:28:55,10/01/2024 19:31:17,0,22.79,P0,127,none,success,1
8b2c5c1d-caf7-492f-a657-840c603ed2eb,1343,9906247578,sms,incoming,international,TRUE,07/01/2024 18:46:22,07/01/2024 18:51:06,0,0,P4,127,none,success,1
f5600fe7-cce8-4e8e-8df8-cbd5c9882364,1404,9298289730,sms,outgoing,international,FALSE,09/01/2024 03:02:37,09/01/2024 03:11:50,0,0,P1,127,none,success,1
497be208-bf40-42c4-b496-2c5bb2cbf3b8,1648,9432518632,sms,incoming,national,FALSE,06/01/2024 11:00:49,06/01/2024 11:06:08,0,0,P2,127,none,success,1
30bd21ae-4cd7-45e8-96a1-914600ff1bd8,1322,9265265240,sms,incoming,international,FALSE,15/01/2024 02:14:57,15/01/2024 02:23:03,0,0,P4,127,none,success,1
fbd7dbc8-3210-499d-9739-28d3e3bc666b,1227,9245045473,sms,outgoing,national,FALSE,22/01/2024 12:57:06,22/01/2024 13:05:32,0,0,P2,127,none,success,1
8df769b5-bb96-478f-a3d0-826c192c7a99,1469,9278063664,voice,incoming,national,TRUE,15/01/2024 19:47:26,15/01/2024 19:57:16,590,0,P2,127,none,success,1
aee0c20b-c572-4f69-b048-e693f5c87e2e,1446,9402984109,voice,outgoing,international,TRUE,02/01/2024 20:33:33,02/01/2024 20:39:08,335,0,P3,127,none,success,1
f69e9a0d-15d9-4832-ae44-553940c8284f,1390,9425344107,voice,outgoing,national,TRUE,25/01/2024 08:09:21,25/01/2024 08:13:21,240,0,P0,127,none,success,1
44757825-8c9c-4dc1-96b1-50511f364197,1864,9835103184,voice,outgoing,international,TRUE,23/01/2024 22:50:58,23/01/2024 22:57:41,403,0,P1,127,none,success,1
9c8a8e75-fd24-4fae-bdd3-579a34fd4476,1978,9962077855,data,outgoing,international,TRUE,12/01/2024 11:18:01,12/01/2024 11:24:43,0,12.94,P3,128,none,success,1
7142cca6-c26b-4f5d-8921-7cfc9e2c5174,1233,9034543089,data,outgoing,national,TRUE,02/01/2024 11:37:27,02/01/2024 11:43:25,0,34.68,P2,128,none,success,1
3e0f7a4a-5f7a-4e88-9600-28e1bc5c552a,1038,9143201280,data,outgoing,international,TRUE,02/01/2024 06:14:49,02/01/2024 06:23:13,0,10.27,P0,128,none,success,1
9af013fb-17c9-4a18-af1d-91850135465b,1164,9068266553,data,outgoing,national,FALSE,08/01/2024 16:39:56,08/01/2024 16:41:05,0,15.07,P4,128,none,success,1
5640e863-c0fa-4781-9f55-1294de8d1433,1118,9170946406,data,outgoing,international,TRUE,17/01/2024 03:26:16,17/01/2024 03:33:41,0,48.73,P1,128,none,success,1
4bff5b8f-c08b-4c6d-a024-783fe197913e,1459,9779007874,sms,incoming,international,TRUE,05/01/2024 16:41:39,05/01/2024 16:44:53,0,0,P3,128,none,success,1
39acbef1-40d3-42fa-a8f2-ef72eff0b3da,1931,9208235282,sms,incoming,international,TRUE,21/01/2024 16:46:21,21/01/2024 16:55:44,0,0,P2,128,none,success,1
51cc2b0a-bad2-484d-bae4-431d952eac8e,1856,9960974248,voice,outgoing,national,TRUE,12/01/2024 08:53:52,12/01/2024 08:54:41,49,0,P1,128,none,success,1
e3ca4d98-5ef6-492a-b6c7-00af51f0071d,1311,9598095808,voice,incoming,international,FALSE,14/01/2024 07:59:55,14/01/2024 08:02:43,168,0,P4,128,none,success,1
458d948b-c0d9-4b09-a76a-0e95310a973e,1741,9477706179,voice,incoming,national,FALSE,06/01/2024 13:27:49,06/01/2024 13:29:33,104,0,P2,128,L1_unbilled,success,1
